participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
23,DFT_CRT,value_scaling,wide,DEoptim,1.8767578388739072,1,2.999999240572125,2.27661502453347,1,0.452790858066966,2.65249988492303,1.3496570666538241
