participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
86,DFT_CRT,time_scaling_t0,wide,DEoptim,2.2259643306758137,1,1.7085466844405877,1,1.0918420341108017,1.1120031541761897,0.6386499408648919,2.22939378944886,1.4298400129182012,1.3692096400995506,1.3780519683497892
