participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
42,DFT_CRT,time_scaling_t0,wide,DEoptim,2.9999999918120164,1,2.8448814852588744,1,1.156525210374995,0.5870378487765775,0.46884628625590097,3.116431511706148,1.1554793855809151,1.3166267682295938,1.337291397670823
