participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
6,DFT_CRT,time_scaling,wide,DEoptim,delay,5271.364673874495,0.9462899015313531
6,DFT_CRT,time_scaling,wide,DEoptim,date,5304.990599541203,0.9523262651405249
