participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
67,DFT_CRT,time_scaling_t0,wide,DEoptimR,1.167938518007163,1,0.7952962302090868,1,0.931594310040055,1.0575792512093447,0.7893477340744417,3.55422053359364,1.3287212429535604,1.2847636992491958,1.476156214265945
