participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,theta_star,t0
93,DFT_CRT,time_and_value_scaling,wide,DEoptim,2.506431917672846,1,1.5442748602652512,1.4864895806767882,1,3.2263201798992776,0.5176702864905016,3.9632922731006213,1.3306399253119123
