participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
37,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2.2659048749623927,1,1.4170869418925658,1.5923177148683334,1,2.132633397888213,1.0212543760001073e-4,0.34590543869469526,2.8062245312090894,1.2797699622307557,1.384656220737161,1.3667879452409737
