participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
92,DDM,time_scaling_t0,wide,DEoptim,0.5869296785267667,1,1.1035317686616817,1,1.0401262150707589,0.9294880624927784,0.988679823464296,3.6109445538214606,1.5150660535864289,1.5769056090530909,1.9521391794490066
