participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
36,DFT_CRT,defer_speedup_time_and_value_scaling,wide,DEoptim,1658,TRUE,-482.3133507839608,980.6267015679216,1008.571193114646
