participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
55,DFT_CRT,time_scaling_t0,wide,DEoptim,1.8052597099102745,1,1.4001283726203468,1,1.2933915976672772,1.0438908575464172,0.5070690628433635,3.5896233093621577,1.3280162326745306,1.1391458798799654,1.208150908975159
