participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
47,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1.2701095356390897,1,0.9792188594103105,0.6836014092401395,1,2.381956307787042,2.5683542331246465,0.7585245785794535,2.4715134192720147,1.3721136310982793,1.3671277613516706,1.3920414525170828
