participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t0
91,DDM,time_and_value_scaling,wide,DEoptim,0.6707023600714557,1,0.9009769086869737,1.5948449551857615,1,0.908674985286583,0.9982916887030163,2.4923295436158823,1.360652691726493
