participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
11,DFT_CRT,time_scaling_t0,wide,DEoptimR,0.7395164210470724,1,0.3723176869021653,1,0.5330418476008442,1.2349096589728836,0.8996384335274387,2.3034406376821748,1.367328772829575,1.4064511776989732,1.3840047184655497
