participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
1,DFT_CRT,time_and_value_scaling,wide,DEoptimR,delay,4916.447693567762,0.8825769210937072
1,DFT_CRT,time_and_value_scaling,wide,DEoptimR,date,4974.164441636297,0.892937952671957
