participant_id,model,parameterization,bound_settings,algorithm,frame,ip,delay
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,43.519999999999975,0
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,42.01878226155429,1
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,41.486572985349234,2
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,41.09240428221438,3
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,40.767713388043994,4
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,40.4866030442489,5
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,40.23601472731775,6
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,40.00829134792398,7
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,39.798496627274616,8
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,39.60323256606576,9
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,39.4200444026592,10
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,39.24709179532344,11
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,39.08295385397825,12
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.926506985682266,13
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.77684488726426,14
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.63322419212908,15
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.49502639585716,16
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.3617304800053,17
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.23289278041218,18
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,38.108131890020665,19
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.987117140505006,20
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.86955967918185,21
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.75520546163655,22
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.643829681043584,23
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.53523229042359,24
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.42923436713463,25
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.32567513406888,26
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.22440949841054,27
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.12530600232579,28
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,37.0282451044905,29
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.93311772955584,30
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.83982403629606,31
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.748272365525004,32
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.65837833678438,33
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.57006406892421,34
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.4832575044617,35
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.397891821347436,36
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.31390491873263,37
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.231238965690366,38
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.149840003739925,39
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,36.06965759555198,40
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.99064451345549,41
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.91275646238098,42
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.83595183270829,43
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.76019147917481,44
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.685438522568994,45
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.61165817140946,46
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.53881756120736,47
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.46688560924266,48
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.3958328830664,49
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.32563148117965,50
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.25625492454142,51
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.18767805773104,52
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.119876958737315,53
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,35.052828856473766,54
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.986512055228154,55
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.920905865348345,56
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.85599053954805,57
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.79174721428669,58
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.728157855738885,59
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.66520520992307,60
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.60287275660512,61
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.541144666634494,62
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.48000576240632,63
67,DDM,time_and_value_scaling,wide,DEoptimR,neutral,34.419441481174204,64
