subject_ix,frame,m_s,m_s_cat,m_l,t_s,t_l,choice,response,rt
45,neutral,10.88,above_ip,43.52,0,128,ss,lower,1.9037750451780084
45,neutral,13.26,at_ip,43.52,0,32,ll,upper,2.480144866916362
45,neutral,26.52,above_ip,43.52,0,8,ll,upper,1.851419349723983
45,neutral,37.4,below_ip,43.52,0,2,ss,lower,2.244799948574837
45,neutral,6.119999999999999,below_ip,43.52,0,128,ss,lower,4.157854914460131
45,neutral,32.3,at_ip,43.52,0,4,ll,upper,2.3136100146816716
45,neutral,10.88,above_ip,43.52,0,128,ss,lower,3.8480895324196354
45,neutral,21.419999999999998,above_ip,43.52,0,16,ll,upper,2.742060583683269
45,neutral,10.88,above_ip,43.52,0,128,ss,lower,2.7515371469598904
45,neutral,37.74,at_ip,43.52,0,2,ss,lower,2.4170017950332294
45,neutral,26.52,above_ip,43.52,0,8,ll,upper,2.416563097834114
45,neutral,18.7,below_ip,43.52,0,16,ll,upper,1.7082943887626243
45,neutral,13.26,at_ip,43.52,0,32,ll,upper,3.516106307309201
45,neutral,25.5,at_ip,43.52,0,8,ll,upper,2.1971312165710515
45,neutral,11.559999999999999,below_ip,43.52,0,32,ll,upper,2.148095368031136
45,neutral,32.98,above_ip,43.52,0,4,ll,upper,2.6792676484674303
45,neutral,32.3,at_ip,43.52,0,4,ll,upper,2.287235105111904
45,neutral,6.119999999999999,below_ip,43.52,0,128,ll,upper,2.3864750974053095
45,neutral,14.96,above_ip,43.52,0,32,ll,upper,2.698819291719701
45,neutral,24.48,below_ip,43.52,0,8,ll,upper,1.9060304062422802
45,neutral,6.119999999999999,below_ip,43.52,0,128,ll,upper,2.2028480627491263
45,neutral,10.54,at_ip,43.52,0,64,ss,lower,2.9946704068056533
45,neutral,8.5,below_ip,43.52,0,64,ll,upper,3.4714981920560604
45,neutral,31.619999999999997,below_ip,43.52,0,4,ll,upper,2.2639662655446955
45,neutral,8.5,at_ip,43.52,0,128,ll,upper,5.82964137683939
45,neutral,21.419999999999998,above_ip,43.52,0,16,ll,upper,2.5472549813794103
45,neutral,8.5,below_ip,43.52,0,64,ll,upper,2.4446696297018207
45,neutral,10.54,at_ip,43.52,0,64,ss,lower,5.717904379328957
45,neutral,13.26,at_ip,43.52,0,32,ll,upper,2.6978096430211735
45,neutral,31.619999999999997,below_ip,43.52,0,4,ll,upper,3.0533388259150342
45,neutral,37.74,at_ip,43.52,0,2,ll,upper,2.4964690359938686
45,neutral,12.579999999999998,above_ip,43.52,0,64,ss,lower,4.206361159297103
45,neutral,38.080000000000005,above_ip,43.52,0,2,ll,upper,2.2343500992014924
45,neutral,21.419999999999998,above_ip,43.52,0,16,ll,upper,2.682325625996782
45,neutral,11.559999999999999,below_ip,43.52,0,32,ll,upper,2.5239292519349874
45,neutral,11.559999999999999,below_ip,43.52,0,32,ll,upper,2.375502975497511
45,neutral,8.5,at_ip,43.52,0,128,ss,lower,2.9698631945766465
45,neutral,20.06,at_ip,43.52,0,16,ll,upper,3.229284260898112
45,neutral,38.080000000000005,above_ip,43.52,0,2,ll,upper,3.5040224868198493
45,neutral,14.96,above_ip,43.52,0,32,ll,upper,3.41079053476642
45,neutral,38.080000000000005,above_ip,43.52,0,2,ll,upper,3.314931384718875
45,neutral,21.419999999999998,above_ip,43.52,0,16,ll,upper,3.179168677675534
45,neutral,18.7,below_ip,43.52,0,16,ll,upper,2.988569114085294
45,neutral,14.96,above_ip,43.52,0,32,ll,upper,2.3109675678538224
45,neutral,10.88,above_ip,43.52,0,128,ss,lower,2.2388065706741145
45,neutral,25.5,at_ip,43.52,0,8,ll,upper,2.0461651296827768
45,neutral,20.06,at_ip,43.52,0,16,ll,upper,2.4434714233161685
45,neutral,11.559999999999999,below_ip,43.52,0,32,ll,upper,2.690042122037994
45,neutral,18.7,below_ip,43.52,0,16,ll,upper,2.8584643106155454
45,neutral,24.48,below_ip,43.52,0,8,ll,upper,2.657601695856556
45,neutral,26.52,above_ip,43.52,0,8,ll,upper,2.7813629847587436
45,neutral,20.06,at_ip,43.52,0,16,ll,upper,2.2734970794781475
45,neutral,12.579999999999998,above_ip,43.52,0,64,ss,lower,4.917886080729204
45,neutral,37.74,at_ip,43.52,0,2,ll,upper,2.059449502532061
45,neutral,10.54,at_ip,43.52,0,64,ll,upper,4.514757958567316
45,neutral,37.4,below_ip,43.52,0,2,ll,upper,2.819756320783654
45,neutral,31.619999999999997,below_ip,43.52,0,4,ll,upper,2.7468302427278104
45,neutral,31.619999999999997,below_ip,43.52,0,4,ll,upper,2.6727223801071887
45,neutral,25.5,at_ip,43.52,0,8,ll,upper,2.7893868034357183
45,neutral,10.54,at_ip,43.52,0,64,ll,upper,3.9183901719616188
45,neutral,32.98,above_ip,43.52,0,4,ll,upper,2.5417041128848723
45,neutral,37.4,below_ip,43.52,0,2,ll,upper,2.2517135349039563
