subject_ix,stage_id,block_id,block_ix,iter_ix,frame,m_s,m_l,t_s,t_l,trial_type,choice,rt,trial_correct,too_fast,omission_error
83,calibration,i000,0,0,neutral,21.76,43.52,0,2,standard,ss,4.19351042965036,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,10.88,43.52,0,2,standard,ss,3.3132166441475874,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,5.44,43.52,0,2,standard,ll,4.096107914128197,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,8.16,43.52,0,2,standard,ll,3.7527940533020683,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,9.52,43.52,0,2,standard,ll,3.088289097885763,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,10.2,43.52,0,2,standard,ss,4.557186994637959,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,9.86,43.52,0,2,standard,ll,2.900984124757315,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,21.76,43.52,0,4,standard,ss,4.134813444482461,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,10.88,43.52,0,4,standard,ss,2.982017652444256,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,5.44,43.52,0,4,standard,ll,4.129237666361632,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,8.16,43.52,0,4,standard,ll,3.565480576041864,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,9.52,43.52,0,4,standard,ll,4.1764983534897056,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,10.2,43.52,0,4,standard,ss,4.045902451367056,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,9.86,43.52,0,4,standard,ll,5.093834378429619,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,21.76,43.52,0,8,standard,ss,5.279176363299939,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,10.88,43.52,0,8,standard,ss,2.441968322613775,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,5.44,43.52,0,8,standard,ss,5.609847219082667,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,2.72,43.52,0,8,standard,ll,5.637478316875104,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,4.08,43.52,0,8,standard,ll,4.401436163358994,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,4.76,43.52,0,8,standard,ll,2.4009074409466393,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,5.1,43.52,0,8,standard,ll,4.56883882843681,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,21.76,43.52,0,16,standard,ss,3.274792336640303,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,10.88,43.52,0,16,standard,ss,3.3423802451723077,TRUE,FALSE,FALSE
83,calibration,i000,0,0,neutral,5.44,43.52,0,16,standard,ss,3.5927025957612386,TRUE,FALSE,FALSE
