subject_ix,stage_id,block_id,block_ix,iter_ix,frame,m_s,m_l,t_s,t_l,trial_type,choice,rt,trial_correct,too_fast,omission_error
13,calibration,i000,0,1,neutral,21.76,43.52,0,2,standard,ll,3.196486371307401,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,32.64,43.52,0,2,standard,ll,1.553364029401564,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,38.08,43.52,0,2,standard,ll,1.4767042647654307,TRUE,TRUE,FALSE
13,calibration,i000,0,1,neutral,40.8,43.52,0,2,standard,ss,2.937644933197589,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,39.44,43.52,0,2,standard,ll,4.919655761594186,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,40.12,43.52,0,2,standard,ll,2.043437214786536,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,40.46,43.52,0,2,standard,ll,2.8552014790766407,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,21.76,43.52,0,4,standard,ll,2.916389881669602,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,32.64,43.52,0,4,standard,ll,2.023564524577523,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,38.08,43.52,0,4,standard,ll,2.874162467691349,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,40.8,43.52,0,4,standard,ss,2.8356020940736926,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,39.44,43.52,0,4,standard,ss,3.6494211325953074,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,38.76,43.52,0,4,standard,ll,4.9570399257900135,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,39.1,43.52,0,4,standard,ll,2.811896093058749,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,21.76,43.52,0,8,standard,ll,2.2953955844241136,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,32.64,43.52,0,8,standard,ll,3.4030728508550965,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,38.08,43.52,0,8,standard,ll,1.2167303108690248,TRUE,TRUE,FALSE
13,calibration,i000,0,1,neutral,40.8,43.52,0,8,standard,ss,5.712830579865113,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,39.44,43.52,0,8,standard,ss,3.487447329429415,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,38.76,43.52,0,8,standard,ll,4.0880903591059905,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,39.1,43.52,0,8,standard,ss,3.6207803890647483,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,21.76,43.52,0,16,standard,ll,2.231732479423954,TRUE,FALSE,FALSE
13,calibration,i000,0,1,neutral,32.64,43.52,0,16,standard,ll,3.8925176102129626,TRUE,FALSE,FALSE
