participant_id,frame,t_l,m_s_cat,p_ll,m_s
55,neutral,2,below_ip,1,40.79999999999999
55,neutral,2,at_ip,1,41.13999999999999
55,neutral,2,above_ip,1,41.48
55,neutral,4,below_ip,1,41.14
55,neutral,4,at_ip,1,41.82
55,neutral,4,above_ip,1,42.5
55,neutral,8,below_ip,1,40.8
55,neutral,8,at_ip,1,41.82
55,neutral,8,above_ip,1,42.84
55,neutral,16,below_ip,0.75,40.46
55,neutral,16,at_ip,1,41.82
55,neutral,16,above_ip,0,43.18
55,neutral,32,below_ip,0.5,39.43999999999999
55,neutral,32,at_ip,0,41.13999999999999
55,neutral,32,above_ip,0,42.839999999999996
55,neutral,64,below_ip,0.25,37.06
55,neutral,64,at_ip,0,39.1
55,neutral,64,above_ip,0,41.14
55,neutral,128,below_ip,0,36.04
55,neutral,128,at_ip,0,38.42
55,neutral,128,above_ip,0,40.800000000000004
55,defer,2,below_ip,1,40.79999999999999
55,defer,2,at_ip,1,41.13999999999999
55,defer,2,above_ip,1,41.48
55,defer,4,below_ip,1,41.14
55,defer,4,at_ip,1,41.82
55,defer,4,above_ip,1,42.5
55,defer,8,below_ip,1,40.8
55,defer,8,at_ip,1,41.82
55,defer,8,above_ip,0.5,42.84
55,defer,16,below_ip,1,40.46
55,defer,16,at_ip,1,41.82
55,defer,16,above_ip,0,43.18
55,defer,32,below_ip,0.5,39.43999999999999
55,defer,32,at_ip,0,41.13999999999999
55,defer,32,above_ip,0,42.839999999999996
55,defer,64,below_ip,0,37.06
55,defer,64,at_ip,0,39.1
55,defer,64,above_ip,0,41.14
55,defer,128,below_ip,0,36.04
55,defer,128,at_ip,0,38.42
55,defer,128,above_ip,0,40.800000000000004
55,speedup,2,below_ip,1,40.79999999999999
55,speedup,2,at_ip,1,41.13999999999999
55,speedup,2,above_ip,1,41.48
55,speedup,4,below_ip,0.75,41.14
55,speedup,4,at_ip,1,41.82
55,speedup,4,above_ip,0.25,42.5
55,speedup,8,below_ip,1,40.8
55,speedup,8,at_ip,0.5,41.82
55,speedup,8,above_ip,0.25,42.84
55,speedup,16,below_ip,0.75,40.46
55,speedup,16,at_ip,0.25,41.82
55,speedup,16,above_ip,0,43.18
55,speedup,32,below_ip,1,39.43999999999999
55,speedup,32,at_ip,0,41.13999999999999
55,speedup,32,above_ip,0,42.839999999999996
55,speedup,64,below_ip,0.6666666666666666,37.06
55,speedup,64,at_ip,1,39.1
55,speedup,64,above_ip,0,41.14
55,speedup,128,below_ip,0,36.04
55,speedup,128,at_ip,0.5,38.42
55,speedup,128,above_ip,0,40.800000000000004
