participant_id,frame,t_l,m_s_cat,p_ll,m_s
37,neutral,2,below_ip,1,41.48
37,neutral,2,at_ip,1,41.82
37,neutral,2,above_ip,0.75,42.160000000000004
37,neutral,4,below_ip,0.75,40.459999999999994
37,neutral,4,at_ip,0.75,41.13999999999999
37,neutral,4,above_ip,0.75,41.81999999999999
37,neutral,8,below_ip,1,34.68
37,neutral,8,at_ip,1,35.7
37,neutral,8,above_ip,1,36.720000000000006
37,neutral,16,below_ip,1,33.660000000000004
37,neutral,16,at_ip,1,35.02
37,neutral,16,above_ip,0.75,36.38
37,neutral,32,below_ip,1,31.960000000000004
37,neutral,32,at_ip,1,33.660000000000004
37,neutral,32,above_ip,0.25,35.36000000000001
37,neutral,64,below_ip,1,31.620000000000005
37,neutral,64,at_ip,0.5,33.660000000000004
37,neutral,64,above_ip,0.25,35.7
37,neutral,128,below_ip,1,25.16
37,neutral,128,at_ip,0.5,27.54
37,neutral,128,above_ip,0,29.919999999999998
37,defer,2,below_ip,0.25,41.48
37,defer,2,at_ip,0,41.82
37,defer,2,above_ip,0,42.160000000000004
37,defer,4,below_ip,0.5,40.459999999999994
37,defer,4,at_ip,0,41.13999999999999
37,defer,4,above_ip,0,41.81999999999999
37,defer,8,below_ip,1,34.68
37,defer,8,at_ip,0.75,35.7
37,defer,8,above_ip,1,36.720000000000006
37,defer,16,below_ip,0.75,33.660000000000004
37,defer,16,at_ip,0.75,35.02
37,defer,16,above_ip,0.25,36.38
37,defer,32,below_ip,1,31.960000000000004
37,defer,32,at_ip,0.5,33.660000000000004
37,defer,32,above_ip,0,35.36000000000001
37,defer,64,below_ip,0.5,31.620000000000005
37,defer,64,at_ip,0,33.660000000000004
37,defer,64,above_ip,0,35.7
37,defer,128,below_ip,0.25,25.16
37,defer,128,at_ip,0,27.54
37,defer,128,above_ip,0,29.919999999999998
37,speedup,2,below_ip,0.6666666666666666,41.48
37,speedup,2,at_ip,0.5,41.82
37,speedup,2,above_ip,0.25,42.160000000000004
37,speedup,4,below_ip,1,40.459999999999994
37,speedup,4,at_ip,0.75,41.13999999999999
37,speedup,4,above_ip,0.25,41.81999999999999
37,speedup,8,below_ip,1,34.68
37,speedup,8,at_ip,1,35.7
37,speedup,8,above_ip,1,36.720000000000006
37,speedup,16,below_ip,1,33.660000000000004
37,speedup,16,at_ip,1,35.02
37,speedup,16,above_ip,1,36.38
37,speedup,32,below_ip,1,31.960000000000004
37,speedup,32,at_ip,1,33.660000000000004
37,speedup,32,above_ip,0.75,35.36000000000001
37,speedup,64,below_ip,1,31.620000000000005
37,speedup,64,at_ip,1,33.660000000000004
37,speedup,64,above_ip,0.5,35.7
37,speedup,128,below_ip,1,25.16
37,speedup,128,at_ip,1,27.54
37,speedup,128,above_ip,0.75,29.919999999999998
