participant_id,frame,t_l,m_s_cat,p_ll,m_s
58,neutral,2,below_ip,1,38.08
58,neutral,2,at_ip,1,38.42
58,neutral,2,above_ip,1,38.760000000000005
58,neutral,4,below_ip,1,32.3
58,neutral,4,at_ip,1,32.98
58,neutral,4,above_ip,1,33.66
58,neutral,8,below_ip,1,29.240000000000002
58,neutral,8,at_ip,1,30.26
58,neutral,8,above_ip,1,31.28
58,neutral,16,below_ip,1,26.86
58,neutral,16,at_ip,1,28.22
58,neutral,16,above_ip,1,29.58
58,neutral,32,below_ip,0,28.560000000000002
58,neutral,32,at_ip,0,30.26
58,neutral,32,above_ip,0,31.96
58,neutral,64,below_ip,0,20.060000000000002
58,neutral,64,at_ip,0,22.1
58,neutral,64,above_ip,0,24.14
58,neutral,128,below_ip,0,19.720000000000002
58,neutral,128,at_ip,0,22.1
58,neutral,128,above_ip,0,24.48
58,defer,2,below_ip,1,38.08
58,defer,2,at_ip,1,38.42
58,defer,2,above_ip,1,38.760000000000005
58,defer,4,below_ip,1,32.3
58,defer,4,at_ip,1,32.98
58,defer,4,above_ip,1,33.66
58,defer,8,below_ip,1,29.240000000000002
58,defer,8,at_ip,0.75,30.26
58,defer,8,above_ip,0.75,31.28
58,defer,16,below_ip,0.75,26.86
58,defer,16,at_ip,0.75,28.22
58,defer,16,above_ip,0.5,29.58
58,defer,32,below_ip,0,28.560000000000002
58,defer,32,at_ip,0,30.26
58,defer,32,above_ip,0,31.96
58,defer,64,below_ip,0,20.060000000000002
58,defer,64,at_ip,0,22.1
58,defer,64,above_ip,0,24.14
58,defer,128,below_ip,0,19.720000000000002
58,defer,128,at_ip,0,22.1
58,defer,128,above_ip,0,24.48
58,speedup,2,below_ip,1,38.08
58,speedup,2,at_ip,1,38.42
58,speedup,2,above_ip,1,38.760000000000005
58,speedup,4,below_ip,1,32.3
58,speedup,4,at_ip,1,32.98
58,speedup,4,above_ip,1,33.66
58,speedup,8,below_ip,1,29.240000000000002
58,speedup,8,at_ip,1,30.26
58,speedup,8,above_ip,1,31.28
58,speedup,16,below_ip,1,26.86
58,speedup,16,at_ip,0,28.22
58,speedup,16,above_ip,0,29.58
58,speedup,32,below_ip,0,28.560000000000002
58,speedup,32,at_ip,0,30.26
58,speedup,32,above_ip,0,31.96
58,speedup,64,below_ip,0,20.060000000000002
58,speedup,64,at_ip,0,22.1
58,speedup,64,above_ip,0,24.14
58,speedup,128,below_ip,0,19.720000000000002
58,speedup,128,at_ip,0,22.1
