participant_id,frame,choice,n,percentage
69,neutral,ss,32,0.3950617283950617
69,neutral,ll,49,0.6049382716049383
69,defer,ss,21,0.25925925925925924
69,defer,ll,60,0.7407407407407407
69,speedup,ss,13,0.15853658536585366
69,speedup,ll,69,0.8414634146341463
