participant_id,frame,choice,n,percentage
90,neutral,ss,20,0.23809523809523808
90,neutral,ll,64,0.7619047619047619
90,defer,ss,22,0.2619047619047619
90,defer,ll,62,0.7380952380952381
90,speedup,ss,21,0.25301204819277107
90,speedup,ll,62,0.7469879518072289
