participant_id,frame,t_l,m_s_cat,p_ll,m_s
19,neutral,2,below_ip,1,34.68
19,neutral,2,at_ip,1,35.02
19,neutral,2,above_ip,1,35.36000000000001
19,neutral,4,below_ip,1,37.74
19,neutral,4,at_ip,1,38.42
19,neutral,4,above_ip,1,39.1
19,neutral,8,below_ip,1,31.279999999999998
19,neutral,8,at_ip,1,32.3
19,neutral,8,above_ip,1,33.32
19,neutral,16,below_ip,1,30.939999999999998
19,neutral,16,at_ip,1,32.3
19,neutral,16,above_ip,1,33.66
19,neutral,32,below_ip,1,29.240000000000002
19,neutral,32,at_ip,1,30.94
19,neutral,32,above_ip,1,32.64
19,neutral,64,below_ip,1,24.82
19,neutral,64,at_ip,1,26.86
19,neutral,64,above_ip,1,28.9
19,neutral,128,below_ip,1,22.44
19,neutral,128,at_ip,1,24.82
19,neutral,128,above_ip,1,27.2
19,defer,2,below_ip,1,34.68
19,defer,2,at_ip,1,35.02
19,defer,2,above_ip,1,35.36000000000001
19,defer,4,below_ip,0.25,37.74
19,defer,4,at_ip,0,38.42
19,defer,4,above_ip,0,39.1
19,defer,8,below_ip,0.75,31.279999999999998
19,defer,8,at_ip,1,32.3
19,defer,8,above_ip,1,33.32
19,defer,16,below_ip,0.3333333333333333,30.939999999999998
19,defer,16,at_ip,0,32.3
19,defer,16,above_ip,0,33.66
19,defer,32,below_ip,0.5,29.240000000000002
19,defer,32,at_ip,0.75,30.94
19,defer,32,above_ip,0,32.64
19,defer,64,below_ip,1,24.82
19,defer,64,at_ip,0.25,26.86
19,defer,64,above_ip,0,28.9
19,defer,128,below_ip,0,22.44
19,defer,128,at_ip,0,24.82
19,defer,128,above_ip,0,27.2
19,speedup,2,below_ip,1,34.68
19,speedup,2,at_ip,1,35.02
19,speedup,2,above_ip,1,35.36000000000001
19,speedup,4,below_ip,1,37.74
19,speedup,4,at_ip,1,38.42
19,speedup,4,above_ip,0,39.1
19,speedup,8,below_ip,1,31.279999999999998
19,speedup,8,at_ip,1,32.3
19,speedup,8,above_ip,1,33.32
19,speedup,16,below_ip,1,30.939999999999998
19,speedup,16,at_ip,1,32.3
19,speedup,16,above_ip,0.75,33.66
19,speedup,32,below_ip,1,29.240000000000002
19,speedup,32,at_ip,1,30.94
19,speedup,32,above_ip,0.75,32.64
19,speedup,64,below_ip,1,24.82
19,speedup,64,at_ip,1,26.86
19,speedup,64,above_ip,1,28.9
19,speedup,128,below_ip,1,22.44
19,speedup,128,at_ip,1,24.82
19,speedup,128,above_ip,1,27.2
