participant_id,frame,t_l,m_s_cat,p_ll,m_s
41,neutral,2,below_ip,0,42.839999999999996
41,neutral,2,at_ip,0,43.18
41,neutral,2,above_ip,0,43.35
41,neutral,4,below_ip,1,37.06
41,neutral,4,at_ip,0.75,37.74
41,neutral,4,above_ip,1,38.42
41,neutral,8,below_ip,0.75,36.04
41,neutral,8,at_ip,1,37.06
41,neutral,8,above_ip,1,38.080000000000005
41,neutral,16,below_ip,0.75,33.660000000000004
41,neutral,16,at_ip,1,35.02
41,neutral,16,above_ip,1,36.38
41,neutral,32,below_ip,0,34
41,neutral,32,at_ip,0,35.7
41,neutral,32,above_ip,0,37.400000000000006
41,neutral,64,below_ip,0,35.02
41,neutral,64,at_ip,0,37.06
41,neutral,64,above_ip,0,39.1
41,neutral,128,below_ip,0,19.720000000000002
41,neutral,128,at_ip,0,22.1
41,neutral,128,above_ip,0,24.48
41,defer,2,below_ip,0,42.839999999999996
41,defer,2,at_ip,0,43.18
41,defer,2,above_ip,0,43.35
41,defer,4,below_ip,1,37.06
41,defer,4,at_ip,0.75,37.74
41,defer,4,above_ip,1,38.42
41,defer,8,below_ip,0.75,36.04
41,defer,8,at_ip,0.75,37.06
41,defer,8,above_ip,0.5,38.080000000000005
41,defer,16,below_ip,1,33.660000000000004
41,defer,16,at_ip,0.5,35.02
41,defer,16,above_ip,0.5,36.38
41,defer,32,below_ip,0.25,34
41,defer,32,at_ip,0,35.7
41,defer,32,above_ip,0,37.400000000000006
41,defer,64,below_ip,0,35.02
41,defer,64,at_ip,0,37.06
41,defer,64,above_ip,0,39.1
41,defer,128,below_ip,0.25,19.720000000000002
41,defer,128,at_ip,0,22.1
41,defer,128,above_ip,0,24.48
41,speedup,2,below_ip,0,42.839999999999996
41,speedup,2,at_ip,0,43.18
41,speedup,2,above_ip,0,43.35
41,speedup,4,below_ip,1,37.06
41,speedup,4,at_ip,1,37.74
41,speedup,4,above_ip,1,38.42
41,speedup,8,below_ip,1,36.04
41,speedup,8,at_ip,1,37.06
41,speedup,8,above_ip,1,38.080000000000005
41,speedup,16,below_ip,1,33.660000000000004
41,speedup,16,at_ip,1,35.02
41,speedup,16,above_ip,0.3333333333333333,36.38
41,speedup,32,below_ip,0.25,34
41,speedup,32,at_ip,0,35.7
41,speedup,32,above_ip,0.25,37.400000000000006
41,speedup,64,below_ip,0,35.02
41,speedup,64,at_ip,0,37.06
41,speedup,64,above_ip,0,39.1
41,speedup,128,below_ip,1,19.720000000000002
41,speedup,128,at_ip,0.5,22.1
41,speedup,128,above_ip,0.5,24.48
