participant_id,frame,t_l,m_s_cat,p_ll,m_s
83,delay,2,below_ip,1,9.52
83,delay,2,at_ip,0.75,9.86
83,delay,2,above_ip,1,10.2
83,delay,4,below_ip,1,9.18
83,delay,4,at_ip,0.75,9.86
83,delay,4,above_ip,0.5,10.54
83,delay,8,below_ip,0.75,4.08
83,delay,8,at_ip,0.75,5.1
83,delay,8,above_ip,0.5,6.12
83,delay,16,below_ip,1,1.7
83,delay,16,at_ip,0.75,3.06
83,delay,16,above_ip,0.5,4.42
83,delay,32,below_ip,1,0.85
83,delay,32,at_ip,0.75,1.7
83,delay,32,above_ip,0,3.4
83,delay,64,below_ip,1,0.17
83,delay,64,at_ip,0.3333333333333333,1.02
83,delay,64,above_ip,0,3.06
83,delay,128,below_ip,1,0.17
83,delay,128,at_ip,0,1.02
83,delay,128,above_ip,0,3.4
83,date,2,below_ip,1,9.52
83,date,2,at_ip,1,9.86
83,date,2,above_ip,1,10.2
83,date,4,below_ip,1,9.18
83,date,4,at_ip,1,9.86
83,date,4,above_ip,1,10.54
83,date,8,below_ip,1,4.08
83,date,8,at_ip,1,5.1
83,date,8,above_ip,1,6.12
83,date,16,below_ip,1,1.7
83,date,16,at_ip,1,3.06
83,date,16,above_ip,1,4.42
83,date,32,below_ip,1,0.85
83,date,32,at_ip,1,1.7
83,date,32,above_ip,1,3.4
83,date,64,below_ip,1,0.17
83,date,64,at_ip,1,1.02
83,date,64,above_ip,0.75,3.06
83,date,128,below_ip,1,0.17
83,date,128,at_ip,1,1.02
83,date,128,above_ip,0.25,3.4
