participant_id,frame,t_l,m_s_cat,p_ll,m_s
79,delay,2,below_ip,1,38.76
79,delay,2,at_ip,1,39.1
79,delay,2,above_ip,1,39.44
79,delay,4,below_ip,1,37.06
79,delay,4,at_ip,0.75,37.74
79,delay,4,above_ip,1,38.42
79,delay,8,below_ip,1,34
79,delay,8,at_ip,1,35.02
79,delay,8,above_ip,1,36.04
79,delay,16,below_ip,1,28.9
79,delay,16,at_ip,1,30.26
79,delay,16,above_ip,1,31.62
79,delay,32,below_ip,1,19.04
79,delay,32,at_ip,1,20.74
79,delay,32,above_ip,1,22.44
79,delay,64,below_ip,1,3.74
79,delay,64,at_ip,1,5.78
79,delay,64,above_ip,1,7.82
79,delay,128,below_ip,1,0.68
79,delay,128,at_ip,0.25,3.06
79,delay,128,above_ip,0,5.44
79,date,2,below_ip,1,38.76
79,date,2,at_ip,0.75,39.1
79,date,2,above_ip,1,39.44
79,date,4,below_ip,1,37.06
79,date,4,at_ip,1,37.74
79,date,4,above_ip,1,38.42
79,date,8,below_ip,1,34
79,date,8,at_ip,1,35.02
79,date,8,above_ip,1,36.04
79,date,16,below_ip,1,28.9
79,date,16,at_ip,1,30.26
79,date,16,above_ip,1,31.62
79,date,32,below_ip,1,19.04
79,date,32,at_ip,1,20.74
79,date,32,above_ip,1,22.44
79,date,64,below_ip,1,3.74
79,date,64,at_ip,1,5.78
79,date,64,above_ip,1,7.82
79,date,128,below_ip,1,0.68
79,date,128,at_ip,0,3.06
79,date,128,above_ip,0,5.44
