participant_id,frame,choice,n,percentage
45,neutral,ss,15,0.18518518518518517
45,neutral,ll,66,0.8148148148148148
45,defer,ss,16,0.19047619047619047
45,defer,ll,68,0.8095238095238095
45,speedup,ss,8,0.0963855421686747
45,speedup,ll,75,0.9036144578313253
