participant_id,frame,t_l,m_s_cat,p_ll,m_s
26,neutral,2,below_ip,0,42.839999999999996
26,neutral,2,at_ip,0,43.18
26,neutral,2,above_ip,0,43.35
26,neutral,4,below_ip,1,40.459999999999994
26,neutral,4,at_ip,1,41.13999999999999
26,neutral,4,above_ip,1,41.81999999999999
26,neutral,8,below_ip,1,40.8
26,neutral,8,at_ip,0.75,41.82
26,neutral,8,above_ip,0.5,42.84
26,neutral,16,below_ip,1,39.779999999999994
26,neutral,16,at_ip,0.25,41.13999999999999
26,neutral,16,above_ip,0,42.49999999999999
26,neutral,32,below_ip,1,39.43999999999999
26,neutral,32,at_ip,0.5,41.13999999999999
26,neutral,32,above_ip,0,42.839999999999996
26,neutral,64,below_ip,1,37.74
26,neutral,64,at_ip,1,39.78
26,neutral,64,above_ip,0.25,41.82
26,neutral,128,below_ip,1,36.04
26,neutral,128,at_ip,1,38.42
26,neutral,128,above_ip,0.5,40.800000000000004
26,defer,2,below_ip,0.5,42.839999999999996
26,defer,2,at_ip,0,43.18
26,defer,2,above_ip,0,43.35
26,defer,4,below_ip,0.75,40.459999999999994
26,defer,4,at_ip,1,41.13999999999999
26,defer,4,above_ip,1,41.81999999999999
26,defer,8,below_ip,1,40.8
26,defer,8,at_ip,0.5,41.82
26,defer,8,above_ip,0,42.84
26,defer,16,below_ip,1,39.779999999999994
26,defer,16,at_ip,0,41.13999999999999
26,defer,16,above_ip,0.25,42.49999999999999
26,defer,32,below_ip,0,39.43999999999999
26,defer,32,at_ip,0,41.13999999999999
26,defer,32,above_ip,0,42.839999999999996
26,defer,64,below_ip,1,37.74
26,defer,64,at_ip,0.25,39.78
26,defer,64,above_ip,0,41.82
26,defer,128,below_ip,0.5,36.04
26,defer,128,at_ip,0.5,38.42
26,defer,128,above_ip,0,40.800000000000004
26,speedup,2,below_ip,0.5,42.839999999999996
26,speedup,2,at_ip,0.5,43.18
26,speedup,2,above_ip,0.25,43.35
26,speedup,4,below_ip,0.5,40.459999999999994
26,speedup,4,at_ip,1,41.13999999999999
26,speedup,4,above_ip,0.75,41.81999999999999
26,speedup,8,below_ip,1,40.8
26,speedup,8,at_ip,0.75,41.82
26,speedup,8,above_ip,0.25,42.84
26,speedup,16,below_ip,0.75,39.779999999999994
26,speedup,16,at_ip,0.5,41.13999999999999
26,speedup,16,above_ip,0,42.49999999999999
26,speedup,32,below_ip,0.75,39.43999999999999
26,speedup,32,at_ip,0.25,41.13999999999999
26,speedup,32,above_ip,0.25,42.839999999999996
26,speedup,64,below_ip,1,37.74
26,speedup,64,at_ip,0.75,39.78
26,speedup,64,above_ip,0,41.82
26,speedup,128,below_ip,1,36.04
26,speedup,128,at_ip,0.75,38.42
26,speedup,128,above_ip,0,40.800000000000004
