participant_id,frame,t_l,m_s_cat,p_ll,m_s
82,delay,2,below_ip,0.75,24.48
82,delay,2,at_ip,0.5,24.82
82,delay,2,above_ip,1,25.16
82,delay,4,below_ip,0.75,9.86
82,delay,4,at_ip,1,10.54
82,delay,4,above_ip,0.75,11.22
82,delay,8,below_ip,0.75,5.44
82,delay,8,at_ip,0.75,6.46
82,delay,8,above_ip,0.5,7.48
82,delay,16,below_ip,0.75,4.42
82,delay,16,at_ip,0,5.78
82,delay,16,above_ip,0.25,7.14
82,delay,32,below_ip,1,2.04
82,delay,32,at_ip,0,3.74
82,delay,32,above_ip,0.25,5.44
82,delay,64,below_ip,0,3.74
82,delay,64,at_ip,0,5.78
82,delay,64,above_ip,0,7.82
82,delay,128,below_ip,1,0.68
82,delay,128,at_ip,0,3.06
82,delay,128,above_ip,0,5.44
82,date,2,below_ip,1,24.48
82,date,2,at_ip,1,24.82
82,date,2,above_ip,1,25.16
82,date,4,below_ip,1,9.86
82,date,4,at_ip,1,10.54
82,date,4,above_ip,1,11.22
82,date,8,below_ip,1,5.44
82,date,8,at_ip,1,6.46
82,date,8,above_ip,1,7.48
82,date,16,below_ip,1,4.42
82,date,16,at_ip,1,5.78
82,date,16,above_ip,1,7.14
82,date,32,below_ip,1,2.04
82,date,32,at_ip,1,3.74
82,date,32,above_ip,1,5.44
82,date,64,below_ip,0.25,3.74
82,date,64,at_ip,0,5.78
82,date,64,above_ip,0,7.82
82,date,128,below_ip,1,0.68
82,date,128,at_ip,0.25,3.06
82,date,128,above_ip,0,5.44
