participant_id,frame,t_l,m_s_cat,p_ll,m_s
23,delay,2,below_ip,0.75,42.839999999999996
23,delay,2,at_ip,0.75,43.18
23,delay,2,above_ip,0,43.35
23,delay,4,below_ip,0.75,40.459999999999994
23,delay,4,at_ip,0.5,41.13999999999999
23,delay,4,above_ip,0.75,41.81999999999999
23,delay,8,below_ip,1,39.44
23,delay,8,at_ip,0.5,40.46
23,delay,8,above_ip,0.75,41.480000000000004
23,delay,16,below_ip,0,39.779999999999994
23,delay,16,at_ip,0,41.13999999999999
23,delay,16,above_ip,0,42.49999999999999
23,delay,32,below_ip,0,37.4
23,delay,32,at_ip,0,39.1
23,delay,32,above_ip,0,40.800000000000004
23,delay,64,below_ip,0,37.74
23,delay,64,at_ip,0,39.78
23,delay,64,above_ip,0,41.82
23,delay,128,below_ip,0.5,27.880000000000003
23,delay,128,at_ip,0,30.26
23,delay,128,above_ip,0,32.64
23,date,2,below_ip,1,42.839999999999996
23,date,2,at_ip,1,43.18
23,date,2,above_ip,1,43.35
23,date,4,below_ip,0.75,40.459999999999994
23,date,4,at_ip,1,41.13999999999999
23,date,4,above_ip,1,41.81999999999999
23,date,8,below_ip,1,39.44
23,date,8,at_ip,1,40.46
23,date,8,above_ip,1,41.480000000000004
23,date,16,below_ip,0.25,39.779999999999994
23,date,16,at_ip,0,41.13999999999999
23,date,16,above_ip,0.25,42.49999999999999
23,date,32,below_ip,0.25,37.4
23,date,32,at_ip,0,39.1
23,date,32,above_ip,0,40.800000000000004
23,date,64,below_ip,0,37.74
23,date,64,at_ip,0,39.78
23,date,64,above_ip,0,41.82
23,date,128,below_ip,0,27.880000000000003
23,date,128,at_ip,0,30.26
23,date,128,above_ip,0,32.64
