participant_id,frame,t_l,m_s_cat,p_ll,m_s
70,delay,2,below_ip,1,39.44
70,delay,2,at_ip,1,39.78
70,delay,2,above_ip,1,40.120000000000005
70,delay,4,below_ip,1,39.1
70,delay,4,at_ip,1,39.78
70,delay,4,above_ip,1,40.46
70,delay,8,below_ip,1,38.76
70,delay,8,at_ip,1,39.78
70,delay,8,above_ip,1,40.800000000000004
70,delay,16,below_ip,1,36.38
70,delay,16,at_ip,1,37.74
70,delay,16,above_ip,1,39.1
70,delay,32,below_ip,1,36.04
70,delay,32,at_ip,1,37.74
70,delay,32,above_ip,0.75,39.440000000000005
70,delay,64,below_ip,1,35.7
70,delay,64,at_ip,1,37.74
70,delay,64,above_ip,0,39.78
70,delay,128,below_ip,1,34.68
70,delay,128,at_ip,0.75,37.06
70,delay,128,above_ip,0,39.440000000000005
70,date,2,below_ip,1,39.44
70,date,2,at_ip,1,39.78
70,date,2,above_ip,1,40.120000000000005
70,date,4,below_ip,1,39.1
70,date,4,at_ip,1,39.78
70,date,4,above_ip,1,40.46
70,date,8,below_ip,1,38.76
70,date,8,at_ip,1,39.78
70,date,8,above_ip,1,40.800000000000004
70,date,16,below_ip,1,36.38
70,date,16,at_ip,1,37.74
70,date,16,above_ip,1,39.1
70,date,32,below_ip,1,36.04
70,date,32,at_ip,1,37.74
70,date,32,above_ip,1,39.440000000000005
70,date,64,below_ip,1,35.7
70,date,64,at_ip,1,37.74
70,date,64,above_ip,0.75,39.78
70,date,128,below_ip,1,34.68
70,date,128,at_ip,1,37.06
70,date,128,above_ip,0.25,39.440000000000005
