participant_id,frame,choice,n,percentage
13,neutral,ss,40,0.5194805194805194
13,neutral,ll,37,0.4805194805194805
13,defer,ss,41,0.5324675324675324
13,defer,ll,36,0.4675324675324675
13,speedup,ss,34,0.4473684210526316
13,speedup,ll,42,0.5526315789473685
