participant_id,frame,t_l,m_s_cat,p_ll,m_s
38,delay,2,below_ip,1,32.63999999999999
38,delay,2,at_ip,1,32.98
38,delay,2,above_ip,1,33.32
38,delay,4,below_ip,1,29.580000000000002
38,delay,4,at_ip,1,30.26
38,delay,4,above_ip,1,30.94
38,delay,8,below_ip,1,30.6
38,delay,8,at_ip,1,31.62
38,delay,8,above_ip,0.6666666666666666,32.64
38,delay,16,below_ip,1,31.619999999999997
38,delay,16,at_ip,1,32.98
38,delay,16,above_ip,1,34.339999999999996
38,delay,32,below_ip,1,19.720000000000002
38,delay,32,at_ip,0.75,21.42
38,delay,32,above_ip,1,23.12
38,delay,64,below_ip,0.6666666666666666,20.060000000000002
38,delay,64,at_ip,1,22.1
38,delay,64,above_ip,0.75,24.14
38,delay,128,below_ip,0.6666666666666666,10.879999999999999
38,delay,128,at_ip,0,13.26
38,delay,128,above_ip,0,15.64
38,date,2,below_ip,1,32.63999999999999
38,date,2,at_ip,1,32.98
38,date,2,above_ip,1,33.32
38,date,4,below_ip,1,29.580000000000002
38,date,4,at_ip,1,30.26
38,date,4,above_ip,1,30.94
38,date,8,below_ip,1,30.6
38,date,8,at_ip,1,31.62
38,date,8,above_ip,1,32.64
38,date,16,below_ip,0.75,31.619999999999997
38,date,16,at_ip,1,32.98
38,date,16,above_ip,0.75,34.339999999999996
38,date,32,below_ip,1,19.720000000000002
38,date,32,at_ip,1,21.42
38,date,32,above_ip,1,23.12
38,date,64,below_ip,0,20.060000000000002
38,date,64,at_ip,1,22.1
38,date,64,above_ip,0.25,24.14
38,date,128,below_ip,0.25,10.879999999999999
38,date,128,at_ip,0,13.26
38,date,128,above_ip,0,15.64
