participant_id,frame,t_l,m_s_cat,p_ll,m_s
49,neutral,2,below_ip,1,40.12
49,neutral,2,at_ip,1,40.46
49,neutral,2,above_ip,1,40.800000000000004
49,neutral,4,below_ip,1,39.1
49,neutral,4,at_ip,1,39.78
49,neutral,4,above_ip,1,40.46
49,neutral,8,below_ip,1,38.76
49,neutral,8,at_ip,1,39.78
49,neutral,8,above_ip,1,40.800000000000004
49,neutral,16,below_ip,1,18.7
49,neutral,16,at_ip,1,20.06
49,neutral,16,above_ip,0.75,21.419999999999998
49,neutral,32,below_ip,1,11.559999999999999
49,neutral,32,at_ip,1,13.26
49,neutral,32,above_ip,1,14.96
49,neutral,64,below_ip,1,8.5
49,neutral,64,at_ip,1,10.54
49,neutral,64,above_ip,1,12.579999999999998
49,neutral,128,below_ip,1,8.159999999999998
49,neutral,128,at_ip,0.75,10.54
49,neutral,128,above_ip,0.75,12.92
49,defer,2,below_ip,1,40.12
49,defer,2,at_ip,1,40.46
49,defer,2,above_ip,1,40.800000000000004
49,defer,4,below_ip,1,39.1
49,defer,4,at_ip,1,39.78
49,defer,4,above_ip,1,40.46
49,defer,8,below_ip,0.5,38.76
49,defer,8,at_ip,0.5,39.78
49,defer,8,above_ip,0.75,40.800000000000004
49,defer,16,below_ip,1,18.7
49,defer,16,at_ip,1,20.06
49,defer,16,above_ip,1,21.419999999999998
49,defer,32,below_ip,1,11.559999999999999
49,defer,32,at_ip,1,13.26
49,defer,32,above_ip,1,14.96
49,defer,64,below_ip,1,8.5
49,defer,64,at_ip,1,10.54
49,defer,64,above_ip,1,12.579999999999998
49,defer,128,below_ip,0.6666666666666666,8.159999999999998
49,defer,128,at_ip,0.5,10.54
49,defer,128,above_ip,0.6666666666666666,12.92
49,speedup,2,below_ip,1,40.12
49,speedup,2,at_ip,1,40.46
49,speedup,2,above_ip,1,40.800000000000004
49,speedup,4,below_ip,1,39.1
49,speedup,4,at_ip,1,39.78
49,speedup,4,above_ip,1,40.46
49,speedup,8,below_ip,1,38.76
49,speedup,8,at_ip,1,39.78
49,speedup,8,above_ip,1,40.800000000000004
49,speedup,16,below_ip,1,18.7
49,speedup,16,at_ip,1,20.06
49,speedup,16,above_ip,1,21.419999999999998
49,speedup,32,below_ip,1,11.559999999999999
49,speedup,32,at_ip,1,13.26
49,speedup,32,above_ip,1,14.96
49,speedup,64,below_ip,1,8.5
49,speedup,64,at_ip,1,10.54
49,speedup,64,above_ip,0.75,12.579999999999998
49,speedup,128,below_ip,0.75,8.159999999999998
49,speedup,128,at_ip,1,10.54
49,speedup,128,above_ip,0.75,12.92
