participant_id,frame,choice,n,percentage
36,neutral,ss,20,0.24691358024691357
36,neutral,ll,61,0.7530864197530864
36,defer,ss,27,0.3253012048192771
36,defer,ll,56,0.6746987951807228
36,speedup,ss,15,0.189873417721519
36,speedup,ll,64,0.810126582278481
