participant_id,frame,t_l,m_s_cat,p_ll,m_s
74,delay,2,below_ip,1,37.4
74,delay,2,at_ip,1,37.74
74,delay,2,above_ip,1,38.080000000000005
74,delay,4,below_ip,1,39.78
74,delay,4,at_ip,0.75,40.46
74,delay,4,above_ip,1,41.14
74,delay,8,below_ip,1,36.72
74,delay,8,at_ip,0.75,37.74
74,delay,8,above_ip,1,38.760000000000005
74,delay,16,below_ip,0.25,36.38
74,delay,16,at_ip,0.5,37.74
74,delay,16,above_ip,0,39.1
74,delay,32,below_ip,1,19.720000000000002
74,delay,32,at_ip,1,21.42
74,delay,32,above_ip,1,23.12
74,delay,64,below_ip,1,8.5
74,delay,64,at_ip,1,10.54
74,delay,64,above_ip,0.75,12.579999999999998
74,delay,128,below_ip,0,7.479999999999999
74,delay,128,at_ip,0.25,9.86
74,delay,128,above_ip,0,12.24
74,date,2,below_ip,0.75,37.4
74,date,2,at_ip,0.5,37.74
74,date,2,above_ip,1,38.080000000000005
74,date,4,below_ip,0.25,39.78
74,date,4,at_ip,0,40.46
74,date,4,above_ip,0.25,41.14
74,date,8,below_ip,1,36.72
74,date,8,at_ip,1,37.74
74,date,8,above_ip,1,38.760000000000005
74,date,16,below_ip,0,36.38
74,date,16,at_ip,0.25,37.74
74,date,16,above_ip,0.25,39.1
74,date,32,below_ip,1,19.720000000000002
74,date,32,at_ip,1,21.42
74,date,32,above_ip,1,23.12
74,date,64,below_ip,1,8.5
74,date,64,at_ip,1,10.54
74,date,64,above_ip,1,12.579999999999998
74,date,128,below_ip,1,7.479999999999999
74,date,128,at_ip,1,9.86
74,date,128,above_ip,0.75,12.24
