participant_id,frame,t_l,m_s_cat,p_ll,m_s
77,delay,2,below_ip,0.75,41.48
77,delay,2,at_ip,0.75,41.82
77,delay,2,above_ip,0.75,42.160000000000004
77,delay,4,below_ip,1,41.14
77,delay,4,at_ip,1,41.82
77,delay,4,above_ip,0.6666666666666666,42.5
77,delay,8,below_ip,1,40.11999999999999
77,delay,8,at_ip,1,41.13999999999999
77,delay,8,above_ip,0.75,42.16
77,delay,16,below_ip,1,39.779999999999994
77,delay,16,at_ip,1,41.13999999999999
77,delay,16,above_ip,0.5,42.49999999999999
77,delay,32,below_ip,1,38.08
77,delay,32,at_ip,0.75,39.78
77,delay,32,above_ip,0.25,41.480000000000004
77,delay,64,below_ip,1,36.38
77,delay,64,at_ip,1,38.42
77,delay,64,above_ip,0.75,40.46
77,delay,128,below_ip,1,32.64
77,delay,128,at_ip,0.5,35.02
77,delay,128,above_ip,0,37.400000000000006
77,date,2,below_ip,1,41.48
77,date,2,at_ip,1,41.82
77,date,2,above_ip,1,42.160000000000004
77,date,4,below_ip,1,41.14
77,date,4,at_ip,1,41.82
77,date,4,above_ip,1,42.5
77,date,8,below_ip,1,40.11999999999999
77,date,8,at_ip,1,41.13999999999999
77,date,8,above_ip,0.75,42.16
77,date,16,below_ip,1,39.779999999999994
77,date,16,at_ip,1,41.13999999999999
77,date,16,above_ip,0.75,42.49999999999999
77,date,32,below_ip,1,38.08
77,date,32,at_ip,1,39.78
77,date,32,above_ip,0.5,41.480000000000004
77,date,64,below_ip,1,36.38
77,date,64,at_ip,1,38.42
77,date,64,above_ip,1,40.46
77,date,128,below_ip,1,32.64
77,date,128,at_ip,1,35.02
77,date,128,above_ip,0.75,37.400000000000006
