participant_id,key,value
1,alpha,0.6549983737148471
1,beta,0.4142711387544132
1,kappa2,0.9098258725581132
1,w,0.8498589820390531
1,theta_star,4.986800733795748
1,t0,1.0696675256148505
6,alpha,0.877278841209586
6,beta,0.5116651194576134
6,kappa2,0.8874125794656926
6,w,0.8594389434854104
6,theta_star,4.299610479929857
6,t0,1.1519906274630975
14,alpha,0.07891305074623618
14,beta,0.010000010348588143
14,kappa2,0.2969722515776313
14,w,0.5319269742179449
14,theta_star,3.682742980214372
14,t0,1.1407492568660087
17,alpha,0.8839058950932704
17,beta,0.40958952848115804
17,kappa2,0.7108151457214461
17,w,0.615542556459812
17,theta_star,4.024031204067976
17,t0,1.3669697642495608
20,alpha,0.28343287103222187
20,beta,0.7837472012668549
20,kappa2,0.9870703124873338
20,w,0.9694818933414622
20,theta_star,3.9067642350186866
20,t0,1.426053161125197
23,alpha,1.229884799571421
23,beta,0.9180143250154317
23,kappa2,0.999999999574867
23,w,0.5949482749408483
23,theta_star,2.406209898879267
23,t0,1.3697958644581958
25,alpha,0.9043136890746062
25,beta,0.27547781186775433
25,kappa2,0.43265629522898225
25,w,0.5283793597227622
25,theta_star,2.4849389864615685
25,t0,1.437302334547565
27,alpha,1.3652190630373437
27,beta,0.8049627980641195
27,kappa2,2.1415944137125607
27,w,0.5949281174957638
27,theta_star,3.3621078144105536
27,t0,1.3010426977972431
33,alpha,1.0530223070846239
33,beta,0.8468152455279744
33,kappa2,0.7784951385728108
33,w,0.6063676009475125
33,theta_star,4.667852297928355
33,t0,1.0406127001340513
35,alpha,0.93053605707895
35,beta,0.5781713420038744
35,kappa2,1.0806897619591258
35,w,0.4338783450963406
35,theta_star,3.9962699531990857
35,t0,1.451145802694234
38,alpha,1.1584828228133794
38,beta,0.8201958823366032
38,kappa2,1.2385787355996984
38,w,0.5499666334394986
38,theta_star,3.6584514992293062
38,t0,1.0352613065041907
43,alpha,1.0642267130795349
43,beta,0.5149367311638249
43,kappa2,0.5579148494793118
43,w,0.5316184498424893
43,theta_star,3.049536127041787
43,t0,1.3404764585817257
50,alpha,1.4332148387880952
50,beta,0.7235885073561404
50,kappa2,1.4011480027045329
50,w,0.6188158735348186
50,theta_star,3.2223000737658967
50,t0,1.3431967223242103
52,alpha,1.3713731336495774
52,beta,0.9351935301839671
52,kappa2,0.9583767553575107
52,w,0.5023571049400318
52,theta_star,3.3327505807844684
52,t0,1.2090785201240897
56,alpha,0.6274986645584768
56,beta,0.8561982078982557
56,kappa2,0.8849153924598415
56,w,0.9007679634893885
56,theta_star,4.682483038326183
56,t0,1.599944680988321
62,alpha,0.8914588272598845
62,beta,0.8176715941752899
62,kappa2,0.9004067228860231
62,w,0.7568263020707804
62,theta_star,2.69531127590468
62,t0,1.4382166250016797
65,alpha,0.9838340849909469
65,beta,0.8761406951470201
65,kappa2,0.5537406860879629
65,w,0.7357312607621225
65,theta_star,2.933496235629985
65,t0,1.3139114856944138
68,alpha,1.209358531080153
68,beta,0.881579029627935
68,kappa2,0.9336742927263715
68,w,0.6116685506470098
68,theta_star,3.3953081054333887
68,t0,1.2237467072304276
70,alpha,1.5192069268963508
70,beta,0.9095860895764354
70,kappa2,0.44368097286260055
70,w,0.6186723395538031
70,theta_star,4.870508599284436
70,t0,1.4894076486958745
74,alpha,0.7652560324321351
74,beta,0.665413056984588
74,kappa2,1.1479185861409509
74,w,0.826741807227836
74,theta_star,2.569391819932488
74,t0,1.3780292202255886
75,alpha,0.8121585825219358
75,beta,0.35293619743951615
75,kappa2,1.0122110015091381
75,w,0.7563013641468319
75,theta_star,3.3383592271337656
75,t0,1.201788290788602
77,alpha,0.663690865421385
77,beta,0.4214646359813736
77,kappa2,0.4710847483260736
77,w,0.9504040886793222
77,theta_star,3.0342876908272918
77,t0,1.2977010577405415
79,alpha,2.9999998618107675
79,beta,2.2659447098348666
79,kappa2,1.0000000129381057
79,w,0.49961361604789367
79,theta_star,4.320736327571092
79,t0,1.7011683267166264
81,alpha,1.032941190626777
81,beta,0.01000001669516444
81,kappa2,0.29548012677475716
81,w,0.3748834979133363
81,theta_star,3.4321581103550955
81,t0,1.3022639850391264
82,alpha,0.13358188652711564
82,beta,0.5550931419093932
82,kappa2,0.3778993252034145
82,w,0.9389419448458983
82,theta_star,4.1849158715709764
82,t0,1.271953239837036
83,alpha,0.25887209310159726
83,beta,0.3592169055169044
83,kappa2,0.42283896830459256
83,w,0.7557589464301054
83,theta_star,4.0754825734720574
83,t0,1.2076067903813967
84,alpha,0.010000024491191018
84,beta,0.5508277354240056
84,kappa2,1.0000000266021711
84,w,0.9665371463478453
84,theta_star,3.7252314062376564
84,t0,1.3028203674645766
85,alpha,0.6956684975122761
85,beta,0.2351346397965744
85,kappa2,0.11387758306592306
85,w,0.41511768651423187
85,theta_star,3.1025111546735187
85,t0,1.2694359056724678
89,alpha,0.04197637026093946
89,beta,0.24024899172829559
89,kappa2,0.11133126559442562
89,w,0.7948690676526292
89,theta_star,4.48717818704752
89,t0,1.0013773524050298
91,alpha,1.3882456264407246
91,beta,0.8038196181867778
91,kappa2,1.1089739885378456
91,w,0.6942173095741064
91,theta_star,2.7198894544549894
91,t0,1.3351696086770328
93,alpha,2.5021958304100833
93,beta,1.4821034429774331
93,kappa2,2.0864722669895213
93,w,0.5180433837003673
93,theta_star,3.9630214081529305
93,t0,1.3306718482755617
