participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
25,DDM,time_scaling_t0,wide,DEoptimR,delay,5037.128450423528,0.9042409471262365
25,DDM,time_scaling_t0,wide,DEoptimR,date,5224.50867014069,0.9378785382691668
