participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
37,DDM,time_scaling_t0,wide,DEoptimR,0.7565121727998506,1,0.5181622254968516,1,1.3915799545641614,0.7897551379889471,0.7340087027666683,2.8642375388173944,1.2733647068186817,1.3811675449394494,1.3674880751364171
