participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
46,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.8181272762847027,1,1.0120101259332337,0.5940641853822511,1,1.0012543881874543,1.014317872831988,0.7461954910488501,3.051784505656742,1.4563000066804535,1.3284370464208388,1.3339396803832209
