participant_id,model,parameterization,bound_settings,algorithm,frame,ip,delay
9,DDM,value_scaling,wide,DEoptimR,neutral,43.519999999999996,0
9,DDM,value_scaling,wide,DEoptimR,neutral,43.498814468119086,1
9,DDM,value_scaling,wide,DEoptimR,neutral,43.453759034691515,2
9,DDM,value_scaling,wide,DEoptimR,neutral,43.39098916894997,3
9,DDM,value_scaling,wide,DEoptimR,neutral,43.313019231464864,4
9,DDM,value_scaling,wide,DEoptimR,neutral,43.22140452086278,5
9,DDM,value_scaling,wide,DEoptimR,neutral,43.11725208580739,6
9,DDM,value_scaling,wide,DEoptimR,neutral,43.00141354966217,7
9,DDM,value_scaling,wide,DEoptimR,neutral,42.87457777192816,8
9,DDM,value_scaling,wide,DEoptimR,neutral,42.73732202826948,9
9,DDM,value_scaling,wide,DEoptimR,neutral,42.59014302304358,10
9,DDM,value_scaling,wide,DEoptimR,neutral,42.43347697701308,11
9,DDM,value_scaling,wide,DEoptimR,neutral,42.26771331260944,12
9,DDM,value_scaling,wide,DEoptimR,neutral,42.093204354502824,13
9,DDM,value_scaling,wide,DEoptimR,neutral,41.91027242930281,14
9,DDM,value_scaling,wide,DEoptimR,neutral,41.719215200660386,15
9,DDM,value_scaling,wide,DEoptimR,neutral,41.52030976808556,16
9,DDM,value_scaling,wide,DEoptimR,neutral,41.31381587582937,17
9,DDM,value_scaling,wide,DEoptimR,neutral,41.099978466122195,18
9,DDM,value_scaling,wide,DEoptimR,neutral,40.879029739584155,19
9,DDM,value_scaling,wide,DEoptimR,neutral,40.651190838631706,20
9,DDM,value_scaling,wide,DEoptimR,neutral,40.41667323798316,21
9,DDM,value_scaling,wide,DEoptimR,neutral,40.17567990445057,22
9,DDM,value_scaling,wide,DEoptimR,neutral,39.9284062727503,23
9,DDM,value_scaling,wide,DEoptimR,neutral,39.67504107296296,24
9,DDM,value_scaling,wide,DEoptimR,neutral,39.415767037166944,25
9,DDM,value_scaling,wide,DEoptimR,neutral,39.15076150676075,26
9,DDM,value_scaling,wide,DEoptimR,neutral,38.88019695747516,27
9,DDM,value_scaling,wide,DEoptimR,neutral,38.60424145564156,28
