participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
45,DDM,value_scaling_t0,wide,DEoptimR,0.47966472611943495,1,1.0195732470840502,0.8325031255369771,1,0.9310129104548078,3.1068993133643095,1.4903901650687437,1.3840381284465888,1.5676336252416638
