participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
88,DDM,time_scaling_t0,wide,DEoptimR,0.5056312743262982,1,0.5657704035098343,1,0.9309804057609474,0.36513543777646995,0.6733825373211395,2.6624527199514145,1.5427607991091952,1.3706858716278834,1.630701385483399
