participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
15,DDM,defer_speedup_value_scaling_t0,wide,DEoptimR,25000,FALSE,-406.5740141839397,829.1480283678794,857.3834610679708
