participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
11,DDM,value_scaling_t0,wide,DEoptimR,0.8217736047476113,1,0.9831797930731899,0.5008073949077856,1,0.8149058527321897,2.333485568309947,1.37208406156471,1.3994058334486374,1.383682169878715
