participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
55,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.7483476168133261,1,0.984290988798821,0.76903268472695,1,1.2903438929083655,0.5942049981235377,0.9398265774604585,3.4326102648116215,1.3655976704424826,1.2118443359018496,1.2055171894975507
