participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
36,DDM,time_scaling_t0,wide,DEoptimR,0.5574669381312681,1,0.598492473775871,1,1.0529751025399086,0.9614572103543652,0.8231320803016035,3.2234052392359764,1.2014333967972672,1.5741388385197774,1.207575530313038
