participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
20,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.6039250302974397,1,0.9228748945719628,0.35929369548345474,1,0.9088354027782104,0.501265990319252,3.9067404406802626,1.3877405945486199,1.4463085615598372
