participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
74,DDM,date_delay_time_scaling_t0,wide,DEoptimR,25000,FALSE,-256.6904207846802,527.3808415693604,548.501800427065
