participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
6,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.5512199212775748,1,1.8522440434669696,0.9991322160209398,1,7.111486185799148,0.9981595082309158,4.058210516241377,1.220009946254506,1.2168911401693117
