participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t0
21,DDM,value_scaling,wide,DEoptimR,1,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,2,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,3,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,4,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,5,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,6,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,7,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,8,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,9,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,10,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,11,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,12,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,13,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,14,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,15,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,16,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,17,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,18,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
21,DDM,value_scaling,wide,DEoptimR,19,1.1677847736285853,1,1.0339981801890044,0.30820621856534625,1,0.04723388234250682,3.4265761099594116,1.3298754959453192
