participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
67,DDM,value_scaling_t0,wide,DEoptimR,0.5768796714470568,1,1.0001786568651934,0.9976197431968903,1,0.9872406241090496,3.2568558800922798,1.3554566665523662,1.30875948509309,1.516626517367835
