participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t0
11,DDM,time_and_value_scaling,wide,DEoptimR,0.8336603389518673,1,0.9844080123943159,0.49149151060117197,1,0.7726135522907883,0.8312808714914385,0.7753442627975367,2.3441307379424763,1.3838193271499355
