participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,a,t01,t02
89,DDM,time_scaling_t0,wide,DEoptimR,0.30688819838216325,1,0.2191704373228559,1,0.5332458428595408,0.5124637800951616,4.2658776664780795,0.9658254313766592,2.083304334894908
