participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
64,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.7337277513017307,1,0.994204456213385,0.4981413083174198,1,1.0857585908597613,0.7151211839614389,0.8973659469392309,2.986059497599294,1.269263124007762,1.4798188223230038,1.4408182023525482
