participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
52,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.616082805442323,1,1.159649235541964,0.7902932206317375,1,1.3152465654890848,0.961974563034104,3.4135475495654353,1.1215864728909861,1.283088403032887
