participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
9,DDM,time_scaling_t0,wide,DEoptimR,0.4068048844235473,1,1.5701485581593688,1,1.0479457664678067,1.0911180412825239,0.9987510599757046,4.176280878065639,1.0818231255485489,1.19957141089787,1.2165596952652662
