participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
19,DDM,time_scaling_t0,wide,DEoptimR,0.6509918876059527,1,0.415711577594154,1,2.1680298896406485,0.9214269237290661,0.7766970871512032,3.1531615613889454,1.2860855618624165,1.2869876299101732,1.2939146476272756
