participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
83,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.34922249453590365,1,1.2688544034581848,0.32638741582339814,1,0.84117915216105,0.591857895538768,4.233425728235139,1.0405118896108358,1.3526971106888943
