participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
88,DDM,value_scaling_t0,wide,DEoptimR,0.37294453291183427,1,1.206180619921439,0.6971289873617953,1,0.8982320972845038,2.4955781272557824,1.5421002242583288,1.4028916661664315,1.6546995214032518
