participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
86,DDM,value_scaling_t0,wide,DEoptimR,0.827220355644566,1,1.001218770716471,1.181575601262509,1,0.9892633342340843,2.2424035543434044,1.4292244607380247,1.3673085306443498,1.3770863574673935
