participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
11,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.8289450012232134,1,0.9842878433633678,0.5032656600178625,1,0.7548650160110312,0.8304572556728909,0.7881162676649158,2.3434017125748428,1.3644718968427647,1.4039140429614103,1.3838989557915164
